"District_Name","RuralandUrban","households","Livable","Dilapidated","Latrine_premise","household_rural","houshold_urban","rural_livable","rural_dilapidated","rural_premise","urban_livable","urban_dilapidated","urban_premise"
"Mahamaya Nagar","Rural",100,4039713356.6856,65717.736,258176.82,4040037251.2416,0.0,4039713356.6856,65717.736,258176.82,0.0,0.0,0.0
"Mahamaya Nagar","Total",100,6953203595.74976,62588.32,444377.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mahamaya Nagar","Urban",100,17799221880.669277,50070.656,1137542.716,0.0,17800409494.041275,0.0,0.0,0.0,17799221880.669277,50070.656,1137542.716
"Mathura","Rural",100,53.3,4.0,19.6,76.9,0.0,53.3,4.0,19.6,0.0,0.0,0.0
"Mathura","Total",100,49.6,3.5,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mathura","Urban",100,40.5,2.3,81.2,0.0,124.0,0.0,0.0,0.0,40.5,2.3,81.2
"Agra","Rural",100,32412773099.16694,190008.27099999998,733520.302,32413696627.739937,0.0,32412773099.16694,190008.27099999998,733520.302,0.0,0.0,0.0
"Agra","Total",100,90404300872.97766,141401.50400000002,2045903.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agra","Urban",100,160111288803.1138,83957.143,3623413.5399999996,0.0,160114996173.7968,0.0,0.0,0.0,160111288803.1138,83957.143,3623413.5399999996
"Firozabad","Rural",100,7114493076.383039,167376.45200000002,284789.784,7114945242.61904,0.0,7114493076.383039,167376.45200000002,284789.784,0.0,0.0,0.0
"Firozabad","Total",100,22217188905.196163,144893.04799999998,889343.5360000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Firozabad","Urban",100,51236831716.75856,99926.24,2050986.076,0.0,51238982629.074554,0.0,0.0,0.0,51236831716.75856,99926.24,2050986.076
"Mainpuri","Rural",100,4713390842.18535,140139.675,252251.415,4713783233.275351,0.0,4713390842.18535,140139.675,252251.415,0.0,0.0,0.0
"Mainpuri","Total",100,8100049447.311119,130797.03000000001,433498.72799999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mainpuri","Urban",100,26325160703.76114,82215.27600000001,1408870.866,0.0,26326651789.90314,0.0,0.0,0.0,26325160703.76114,82215.27600000001,1408870.866
"Budaun","Rural",100,28468352125.113598,298233.576,773198.1599999999,28469423556.849598,0.0,28468352125.113598,298233.576,773198.1599999999,0.0,0.0,0.0
"Budaun","Total",100,42295837443.02592,283505.99199999997,1148751.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Budaun","Urban",100,105061775699.824,231959.448,2853469.4,0.0,105064861128.672,0.0,0.0,0.0,105061775699.824,231959.448,2853469.4
"Bareilly","Rural",100,88649782112.10686,342523.643,1992864.8319999997,88652117500.58186,0.0,88649782112.10686,342523.643,1992864.8319999997,0.0,0.0,0.0
"Bareilly","Total",100,122684966315.86221,280246.617,2757982.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bareilly","Urban",100,182642296628.29163,177934.36000000002,4105835.357,0.0,182646580398.0086,0.0,0.0,0.0,182642296628.29163,177934.36000000002,4105835.357
"Pilibhit","Rural",100,62.7,9.2,35.5,107.4,0.0,62.7,9.2,35.5,0.0,0.0,0.0
"Pilibhit","Total",100,59.7,9.1,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pilibhit","Urban",100,45.6,8.4,88.8,0.0,142.8,0.0,0.0,0.0,45.6,8.4,88.8
"Shahjahanpur","Rural",100,61.5,12.0,27.0,100.5,0.0,61.5,12.0,27.0,0.0,0.0,0.0
"Shahjahanpur","Total",100,59.2,11.2,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shahjahanpur","Urban",100,49.7,8.2,85.9,0.0,143.8,0.0,0.0,0.0,49.7,8.2,85.9
"Kheri","Rural",100,64.0,11.1,18.3,93.39999999999999,0.0,64.0,11.1,18.3,0.0,0.0,0.0
"Kheri","Total",100,61.9,10.9,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kheri","Urban",100,45.8,8.9,76.2,0.0,130.9,0.0,0.0,0.0,45.8,8.9,76.2
"Sitapur","Rural",100,23926359264.716164,542563.032,533595.0480000001,23927435422.796165,0.0,23926359264.716164,542563.032,533595.0480000001,0.0,0.0,0.0
"Sitapur","Total",100,36794317188.59712,529111.056,820570.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sitapur","Urban",100,144764526643.6608,381139.32,3228474.2399999998,0.0,144768136257.2208,0.0,0.0,0.0,144764526643.6608,381139.32,3228474.2399999998
"Hardoi","Rural",100,29147401537.603497,339706.135,712155.0299999999,29148453398.768494,0.0,29147401537.603497,339706.135,712155.0299999999,0.0,0.0,0.0
"Hardoi","Total",100,41040881475.36125,331520.445,1002747.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hardoi","Urban",100,123960213435.785,270127.77,3028705.3,0.0,123963512268.85501,0.0,0.0,0.0,123960213435.785,270127.77,3028705.3
"Unnao","Rural",100,59.0,7.3,15.8,82.1,0.0,59.0,7.3,15.8,0.0,0.0,0.0
"Unnao","Total",100,56.6,6.9,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Unnao","Urban",100,44.2,5.1,71.7,0.0,121.0,0.0,0.0,0.0,44.2,5.1,71.7
"Lucknow","Rural",100,45293217662.4246,380956.554,986815.17,45294585434.1486,0.0,45293217662.4246,380956.554,986815.17,0.0,0.0,0.0
"Lucknow","Total",100,138196980402.5606,252441.09,3010933.7279999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lucknow","Urban",100,184754194836.9599,188183.35799999998,4025287.926,0.0,184758408308.2439,0.0,0.0,0.0,184754194836.9599,188183.35799999998,4025287.926
"Rae Bareli","Rural",100,15541095017.32454,265633.602,456344.906,15541816995.832539,0.0,15541095017.32454,265633.602,456344.906,0.0,0.0,0.0
"Rae Bareli","Total",100,21224032747.540234,258822.484,623217.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rae Bareli","Urban",100,82460586248.63991,177089.06800000003,2421352.449,0.0,82463184690.1569,0.0,0.0,0.0,82460586248.63991,177089.06800000003,2421352.449
"Farrukhabad","Rural",100,8494045950.66224,162127.544,450563.756,8494658641.962239,0.0,8494045950.66224,162127.544,450563.756,0.0,0.0,0.0
"Farrukhabad","Total",100,13078698367.54688,147045.912,693755.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Farrukhabad","Urban",100,29036131973.602722,88604.588,1540211.668,0.0,29037760789.858723,0.0,0.0,0.0,29036131973.602722,88604.588,1540211.668
"Kannauj","Rural",100,5955297160.059521,145782.208,359485.672,5955802427.939521,0.0,5955297160.059521,145782.208,359485.672,0.0,0.0,0.0
"Kannauj","Total",100,8397792308.65536,137499.128,506924.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kannauj","Urban",100,20747486880.207355,97740.34400000001,1252401.6959999998,0.0,20748837022.247356,0.0,0.0,0.0,20747486880.207355,97740.34400000001,1252401.6959999998
"Etawah","Rural",100,4954203294.6779995,123381.18,313198.38,4954639874.238,0.0,4954203294.6779995,123381.18,313198.38,0.0,0.0,0.0
"Etawah","Total",100,8482196549.979,110726.70000000001,536233.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Etawah","Urban",100,20867704786.674,66436.02,1319229.54,0.0,20869090452.234,0.0,0.0,0.0,20867704786.674,66436.02,1319229.54
"Auraiya","Rural",100,3882414590.331,124159.04999999999,281427.18,3882820176.561,0.0,3882414590.331,124159.04999999999,281427.18,0.0,0.0,0.0
"Auraiya","Total",100,5576213112.58325,113122.68999999999,404206.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Auraiya","Urban",100,14311645940.828,55181.8,1037417.84,0.0,14312738540.467999,0.0,0.0,0.0,14311645940.828,55181.8,1037417.84
"Kanpur Dehat","Rural",100,7420437012.268801,150879.456,413122.32,7421001014.044801,0.0,7420437012.268801,150879.456,413122.32,0.0,0.0,0.0
"Kanpur Dehat","Total",100,8710947797.011202,145490.904,484969.68000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kanpur Dehat","Urban",100,21390216257.105278,105974.856,1190869.9919999999,0.0,21391513101.953278,0.0,0.0,0.0,21390216257.105278,105974.856,1190869.9919999999
"Kanpur Nagar","Rural",100,49531718911.26465,316107.492,1081179.2480000001,49533116198.00465,0.0,49531718911.26465,316107.492,1081179.2480000001,0.0,0.0,0.0
"Kanpur Nagar","Total",100,132854144367.92592,256551.00799999997,2899942.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kanpur Nagar","Urban",100,178817900476.2605,219900.864,3903240.336,0.0,178822023617.4605,0.0,0.0,0.0,178817900476.2605,219900.864,3903240.336
"Jalaun","Rural",100,57.3,2.9,28.3,88.5,0.0,57.3,2.9,28.3,0.0,0.0,0.0
"Jalaun","Total",100,53.4,3.1,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jalaun","Urban",100,41.1,3.5,75.6,0.0,120.19999999999999,0.0,0.0,0.0,41.1,3.5,75.6
"Jhansi","Rural",100,47.4,2.0,20.7,70.1,0.0,47.4,2.0,20.7,0.0,0.0,0.0
"Jhansi","Total",100,41.6,1.9,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jhansi","Urban",100,32.9,1.9,71.6,0.0,106.4,0.0,0.0,0.0,32.9,1.9,71.6
"Lalitpur","Rural",100,1790744417.3568,32982.984000000004,146591.04,1790923991.3808,0.0,1790744417.3568,32982.984000000004,146591.04,0.0,0.0,0.0
"Lalitpur","Total",100,2895036808.0601597,32982.984000000004,236988.84799999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lalitpur","Urban",100,9386485320.97856,31761.392000000003,768381.368,0.0,9387285463.73856,0.0,0.0,0.0,9386485320.97856,31761.392000000003,768381.368
"Hamirpur","Rural",100,517034834.56000006,6821.5199999999995,113692.0,517155348.08000004,0.0,517034834.56000006,6821.5199999999995,113692.0,0.0,0.0,0.0
"Hamirpur","Total",100,678349702.9427199,6821.5199999999995,149163.90399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hamirpur","Urban",100,1420811725.3708801,7276.2880000000005,312425.61600000004,0.0,1421131427.2748802,0.0,0.0,0.0,1420811725.3708801,7276.2880000000005,312425.61600000004
"Mahoba","Rural",100,1365798303.61992,14891.286000000002,155920.524,1365969115.42992,0.0,1365798303.61992,14891.286000000002,155920.524,0.0,0.0,0.0
"Mahoba","Total",100,1956621165.2982,14891.286000000002,223369.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mahoba","Urban",100,4197144225.1690803,14015.328,479149.026,0.0,4197637389.5230803,0.0,0.0,0.0,4197144225.1690803,14015.328,479149.026
"Banda","Rural",100,6475752696.200001,19793.510000000002,359882.0,6476132371.710001,0.0,6475752696.200001,19793.510000000002,359882.0,0.0,0.0,0.0
"Banda","Total",100,9098432538.161,21592.920000000002,505634.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Banda","Urban",100,23798391158.534996,30589.97,1322566.3499999999,0.0,23799744314.854996,0.0,0.0,0.0,23798391158.534996,30589.97,1322566.3499999999
"Chitrakoot","Rural",100,52.5,1.8,11.8,66.1,0.0,52.5,1.8,11.8,0.0,0.0,0.0
"Chitrakoot","Total",100,51.9,1.9,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chitrakoot","Urban",100,46.7,2.7,58.7,0.0,108.10000000000001,0.0,0.0,0.0,46.7,2.7,58.7
"Fatehpur","Rural",100,12684247980.19887,150065.78100000002,481790.13899999997,12684879836.11887,0.0,12684247980.19887,150065.78100000002,481790.13899999997,0.0,0.0,0.0
"Fatehpur","Total",100,17120269131.74383,144800.315,650285.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fatehpur","Urban",100,49974550785.37369,113207.51899999999,1898200.493,0.0,49976562193.38568,0.0,0.0,0.0,49974550785.37369,113207.51899999999,1898200.493
"Pratapgarh","Rural",100,44.7,6.3,11.3,62.3,0.0,44.7,6.3,11.3,0.0,0.0,0.0
"Pratapgarh","Total",100,44.0,6.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pratapgarh","Urban",100,31.7,3.0,64.1,0.0,98.8,0.0,0.0,0.0,31.7,3.0,64.1
"Kaushambi","Rural",100,55.2,4.4,13.8,73.4,0.0,55.2,4.4,13.8,0.0,0.0,0.0
"Kaushambi","Total",100,54.2,4.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kaushambi","Urban",100,42.9,4.4,51.4,0.0,98.7,0.0,0.0,0.0,42.9,4.4,51.4
"Allahabad","Rural",100,48.8,4.6,15.6,68.99999999999999,0.0,48.8,4.6,15.6,0.0,0.0,0.0
"Allahabad","Total",100,44.7,4.2,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Allahabad","Urban",100,30.5,2.9,84.0,0.0,117.4,0.0,0.0,0.0,30.5,2.9,84.0
"Bara Banki","Rural",100,14034448518.553322,388023.18100000004,430412.26800000004,14035266954.002321,0.0,14034448518.553322,388023.18100000004,430412.26800000004,0.0,0.0,0.0
"Bara Banki","Total",100,19456849082.53983,378241.084,596707.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bara Banki","Urban",100,72086031027.11478,286941.51200000005,2210753.922,0.0,72088528722.54877,0.0,0.0,0.0,72086031027.11478,286941.51200000005,2210753.922
"Faizabad","Rural",100,8853440786.4232,229802.62800000003,358294.42,8854028883.4712,0.0,8853440786.4232,229802.62800000003,358294.42,0.0,0.0,0.0
"Faizabad","Total",100,13860214196.67632,214976.65199999997,560916.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Faizabad","Urban",100,46526357787.96192,121078.804,1882898.952,0.0,46528361765.717926,0.0,0.0,0.0,46526357787.96192,121078.804,1882898.952
"Ambedkar Nagar","Rural",100,7992314936.156161,237390.912,333306.43200000003,7992885633.500161,0.0,7992314936.156161,237390.912,333306.43200000003,0.0,0.0,0.0
"Ambedkar Nagar","Total",100,10694752360.611843,237390.912,446007.16800000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ambedkar Nagar","Urban",100,31279275721.359364,234993.024,1304451.0720000002,0.0,31280815165.45536,0.0,0.0,0.0,31279275721.359364,234993.024,1304451.0720000002
"Sultanpur","Rural",100,18887707740.31259,326552.062,497422.32700000005,18888531714.70159,0.0,18887707740.31259,326552.062,497422.32700000005,0.0,0.0,0.0
"Sultanpur","Total",100,23357317968.936184,318957.82800000004,615132.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sultanpur","Urban",100,105107930860.21283,167073.14800000002,2768098.2930000005,0.0,105110866031.65382,0.0,0.0,0.0,105107930860.21283,167073.14800000002,2768098.2930000005
"Bahraich","Rural",100,12772480904.779049,299944.866,366211.755,12773147061.400047,0.0,12772480904.779049,299944.866,366211.755,0.0,0.0,0.0
"Bahraich","Total",100,19097900019.526768,292969.40400000004,547573.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bahraich","Urban",100,96705926850.46994,198800.66700000002,2772746.145,0.0,96708898397.28195,0.0,0.0,0.0,96705926850.46994,198800.66700000002,2772746.145
"Shrawasti","Rural",100,1298435428.4938402,75980.54800000001,116205.54400000001,1298627614.5858402,0.0,1298435428.4938402,75980.54800000001,116205.54400000001,0.0,0.0,0.0
"Shrawasti","Total",100,1498194725.1852,77097.909,134083.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shrawasti","Urban",100,7865522307.222301,111736.1,703937.43,0.0,7866337980.752301,0.0,0.0,0.0,7865522307.222301,111736.1,703937.43
"Balrampur","Rural",100,56.7,6.7,10.2,73.60000000000001,0.0,56.7,6.7,10.2,0.0,0.0,0.0
"Balrampur","Total",100,55.5,6.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Balrampur","Urban",100,40.5,4.1,71.9,0.0,116.5,0.0,0.0,0.0,40.5,4.1,71.9
"Gonda","Rural",100,9315521761.86319,388032.847,271279.601,9316181074.31119,0.0,9315521761.86319,388032.847,271279.601,0.0,0.0,0.0
"Gonda","Total",100,14739749623.20125,374297.171,429239.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gonda","Urban",100,90914775675.9053,151092.43600000002,2647551.5489999996,0.0,90917574319.8903,0.0,0.0,0.0,90914775675.9053,151092.43600000002,2647551.5489999996
"Siddharthnagar","Rural",100,44.8,6.6,10.4,61.8,0.0,44.8,6.6,10.4,0.0,0.0,0.0
"Siddharthnagar","Total",100,44.2,6.5,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Siddharthnagar","Urban",100,35.4,5.2,46.9,0.0,87.5,0.0,0.0,0.0,35.4,5.2,46.9
"Basti","Rural",100,40.3,10.0,13.1,63.4,0.0,40.3,10.0,13.1,0.0,0.0,0.0
"Basti","Total",100,40.1,9.8,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Basti","Urban",100,35.7,6.8,72.1,0.0,114.6,0.0,0.0,0.0,35.7,6.8,72.1
"Sant Kabir Nagar","Rural",100,43.4,10.2,12.3,65.9,0.0,43.4,10.2,12.3,0.0,0.0,0.0
"Sant Kabir Nagar","Total",100,43.0,9.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sant Kabir Nagar","Urban",100,37.9,6.4,49.7,0.0,94.0,0.0,0.0,0.0,37.9,6.4,49.7
"Mahrajganj","Rural",100,12036742431.00903,236253.86400000003,448345.40099999995,12037427030.274029,0.0,12036742431.00903,236253.86400000003,448345.40099999995,0.0,0.0,0.0
"Mahrajganj","Total",100,13550344772.632921,233569.161,504724.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mahrajganj","Urban",100,42092560357.54056,155712.77399999998,1567866.552,0.0,42094283936.86656,0.0,0.0,0.0,42092560357.54056,155712.77399999998,1567866.552
"Gorakhpur","Rural",100,36682080025.9065,395239.655,826006.4700000001,36683301272.0315,0.0,36682080025.9065,395239.655,826006.4700000001,0.0,0.0,0.0
"Gorakhpur","Total",100,60545153591.14674,350830.705,1363354.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gorakhpur","Urban",100,158561249144.241,164313.11500000002,3570479.58,0.0,158564983936.93597,0.0,0.0,0.0,158561249144.241,164313.11500000002,3570479.58
"Kushinagar","Rural",100,55.9,8.5,14.8,79.2,0.0,55.9,8.5,14.8,0.0,0.0,0.0
"Kushinagar","Total",100,55.1,8.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kushinagar","Urban",100,38.7,9.4,62.3,0.0,110.4,0.0,0.0,0.0,38.7,9.4,62.3
"Deoria","Rural",100,46.5,8.5,16.7,71.7,0.0,46.5,8.5,16.7,0.0,0.0,0.0
"Deoria","Total",100,45.3,8.3,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Deoria","Urban",100,33.6,6.6,62.4,0.0,102.6,0.0,0.0,0.0,33.6,6.6,62.4
"Azamgarh","Rural",100,35764164528.23592,415252.17,775137.3840000001,35765354917.789925,0.0,35764164528.23592,415252.17,775137.3840000001,0.0,0.0,0.0
"Azamgarh","Total",100,43640796001.716446,401410.431,945852.1649999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Azamgarh","Urban",100,137521727888.33572,221467.824,2980587.7979999995,0.0,137524929943.95773,0.0,0.0,0.0,137521727888.33572,221467.824,2980587.7979999995
"Mau","Rural",100,8564678877.96224,222802.76799999998,388250.368,8565289931.09824,0.0,8564678877.96224,222802.76799999998,388250.368,0.0,0.0,0.0
"Mau","Total",100,13333647798.64576,207360.992,604435.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mau","Urban",100,30900972088.102398,150005.82400000002,1400789.68,0.0,30902522883.6064,0.0,0.0,0.0,30900972088.102398,150005.82400000002,1400789.68
"Ballia","Rural",100,23301420967.78872,414691.072,719229.828,23302554888.688717,0.0,23301420967.78872,414691.072,719229.828,0.0,0.0,0.0
"Ballia","Total",100,27184991129.08684,401731.976,839101.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ballia","Urban",100,64026426983.5636,301298.982,1976262.14,0.0,64028704544.6856,0.0,0.0,0.0,64026426983.5636,301298.982,1976262.14
"Jaunpur","Rural",100,31104719174.16864,323582.688,692107.416,31105734864.27264,0.0,31104719174.16864,323582.688,692107.416,0.0,0.0,0.0
"Jaunpur","Total",100,39991781795.35968,314594.28,889852.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jaunpur","Urban",100,145020703682.1629,197744.97600000002,3226838.472,0.0,145024128265.6109,0.0,0.0,0.0,145020703682.1629,197744.97600000002,3226838.472
"Ghazipur","Rural",100,24377793128.792645,376507.87200000003,673369.8480000001,24378843006.512646,0.0,24377793128.792645,376507.87200000003,673369.8480000001,0.0,0.0,0.0
"Ghazipur","Total",100,28965012265.931038,369267.33599999995,800079.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ghazipur","Urban",100,85846529566.4472,264279.56399999995,2371275.54,0.0,85849165121.5512,0.0,0.0,0.0,85846529566.4472,264279.56399999995,2371275.54
"Chandauli","Rural",100,7168921271.60768,132787.408,367118.128,7169421177.143681,0.0,7168921271.60768,132787.408,367118.128,0.0,0.0,0.0
"Chandauli","Total",100,9647537668.70608,128881.89600000001,494047.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chandauli","Urban",100,26387731489.10912,89826.776,1351307.152,0.0,26389172623.03712,0.0,0.0,0.0,26387731489.10912,89826.776,1351307.152
"Varanasi","Rural",100,36636922893.451515,246348.347,996423.9110000001,36638165665.70952,0.0,36636922893.451515,246348.347,996423.9110000001,0.0,0.0,0.0
"Varanasi","Total",100,73679420579.08147,194872.573,2003878.3450000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Varanasi","Urban",100,120320521679.6009,128689.43500000001,3272388.49,0.0,120323922757.52591,0.0,0.0,0.0,120320521679.6009,128689.43500000001,3272388.49
"Sant Ravidas Nagar (Bhadohi)","Rural",100,3138352904.44494,97849.206,198854.838,3138649608.48894,0.0,3138352904.44494,97849.206,198854.838,0.0,0.0,0.0
"Sant Ravidas Nagar (Bhadohi)","Total",100,4682621793.93372,96270.993,296704.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sant Ravidas Nagar (Bhadohi)","Urban",100,13848604879.931643,89958.141,877486.4280000001,0.0,13849572324.500643,0.0,0.0,0.0,13848604879.931643,89958.141,877486.4280000001
"Mirzapur","Rural",100,51.6,4.8,19.2,75.6,0.0,51.6,4.8,19.2,0.0,0.0,0.0
"Mirzapur","Total",100,50.1,4.6,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mirzapur","Urban",100,40.7,3.5,68.5,0.0,112.7,0.0,0.0,0.0,40.7,3.5,68.5
"Sonbhadra","Rural",100,4752702659.018969,33526.062000000005,255170.58299999996,4752991355.663969,0.0,4752702659.018969,33526.062000000005,255170.58299999996,0.0,0.0,0.0
"Sonbhadra","Total",100,8360593728.639211,42838.856999999996,448876.71900000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sonbhadra","Urban",100,24526721021.360672,87540.273,1316829.2130000002,0.0,24528125390.846672,0.0,0.0,0.0,24526721021.360672,87540.273,1316829.2130000002
"Etah","Rural",100,2896876928.768,124213.6,163252.16,2897164394.528,0.0,2896876928.768,124213.6,163252.16,0.0,0.0,0.0
"Etah","Total",100,6234582955.392,113566.72,351347.04000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Etah","Urban",100,24654941687.232,55008.88,1389417.8399999999,0.0,24656386113.952,0.0,0.0,0.0,24654941687.232,55008.88,1389417.8399999999
"Kanshiram Nagar","Rural",100,61.5,8.9,11.2,81.60000000000001,0.0,61.5,8.9,11.2,0.0,0.0,0.0
"Kanshiram Nagar","Total",100,59.3,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kanshiram Nagar","Urban",100,50.1,4.4,76.9,0.0,131.4,0.0,0.0,0.0,50.1,4.4,76.9
"Pashchim Champaran","Rural",100,63.3,4.9,11.5,79.7,0.0,63.3,4.9,11.5,0.0,0.0,0.0
"Pashchim Champaran","Total",100,62.1,5.2,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pashchim Champaran","Urban",100,51.9,7.4,53.9,0.0,113.2,0.0,0.0,0.0,51.9,7.4,53.9
"Purba Champaran","Rural",100,40305556123.24355,285564.77599999995,790402.505,40306632090.52455,0.0,40305556123.24355,285564.77599999995,790402.505,0.0,0.0,0.0
"Purba Champaran","Total",100,47326523964.06662,285564.77599999995,928085.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Purba Champaran","Urban",100,140419356816.46143,290664.147,2753660.3400000003,0.0,140422401140.94843,0.0,0.0,0.0,140419356816.46143,290664.147,2753660.3400000003
"Sheohar","Rural",100,852704448.7816801,22312.364,129936.70800000001,852856697.85368,0.0,852704448.7816801,22312.364,129936.70800000001,0.0,0.0,0.0
"Sheohar","Total",100,878543977.5326397,23624.856000000003,133874.18399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sheohar","Urban",100,1589131018.18404,52499.68,242154.774,0.0,1589425672.63804,0.0,0.0,0.0,1589131018.18404,52499.68,242154.774
"Sitamarhi","Rural",100,58.7,6.2,18.7,83.60000000000001,0.0,58.7,6.2,18.7,0.0,0.0,0.0
"Sitamarhi","Total",100,57.9,6.2,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sitamarhi","Urban",100,41.8,6.5,60.5,0.0,108.8,0.0,0.0,0.0,41.8,6.5,60.5
"Madhubani","Rural",100,50.8,4.7,17.3,72.8,0.0,50.8,4.7,17.3,0.0,0.0,0.0
"Madhubani","Total",100,50.5,4.8,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Madhubani","Urban",100,42.7,7.1,55.5,0.0,105.3,0.0,0.0,0.0,42.7,7.1,55.5
"Supaul","Rural",100,4521589630.5361595,109224.724,202845.916,4521901701.17616,0.0,4521589630.5361595,109224.724,202845.916,0.0,0.0,0.0
"Supaul","Total",100,5366282198.87808,111453.8,240740.20800000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Supaul","Urban",100,23253889528.47168,173867.92799999999,1043207.568,0.0,23255106603.96768,0.0,0.0,0.0,23253889528.47168,173867.92799999999,1043207.568
"Araria","Rural",100,64.4,3.7,6.7,74.80000000000001,0.0,64.4,3.7,6.7,0.0,0.0,0.0
"Araria","Total",100,63.5,3.8,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Araria","Urban",100,48.5,6.4,54.3,0.0,109.2,0.0,0.0,0.0,48.5,6.4,54.3
"Kishanganj","Rural",100,1771620339.2,59164.00000000001,104804.8,1771784308.0,0.0,1771620339.2,59164.00000000001,104804.8,0.0,0.0,0.0
"Kishanganj","Total",100,2971750246.4,65925.6,175801.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kishanganj","Urban",100,14830176710.4,133541.6,877317.6,0.0,14831187569.6,0.0,0.0,0.0,14830176710.4,133541.6,877317.6
