"product_numbers","brand_name"
854982.0,"jbl"
2966033.0,"boat"
67468.0,"samsung"
291342.0,"boult"
119466.0,"xiaomi"
173114.0,"mi"
2272.0,"sony"
98250.0,"sennheiser"
