,product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count
0,B07JW9H4J1,Wayona Nylon Braided,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,64,4.2,24269
1,B098NS6PVG,Ambrane Unbreakable ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,349,43,4.0,43994
2,B096MSW6CT,Sounce Fast Phone Ch,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,1899,90,3.9,7928
3,B08HDJ86NZ,boAt Deuce USB 300 2,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,329,699,53,4.2,94363
4,B08CF3B7N1,Portronics Konnect L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154,399,61,4.2,16905
5,B08Y1TFSP6,pTron Solero TB301 3,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149,1000,85,3.9,24871
6,B08WRWPM22,boAt Micro USB 55 Ta,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,176.63,499,65,4.1,15188
7,B08DDRGWTJ,MI Usb Type-C Cable ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,229,299,23,4.3,30411
8,B008IFXQFU,TP-Link USB WiFi Ada,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,499,999,50,4.2,179691
9,B082LZGK39,Ambrane Unbreakable ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,299,33,4.0,43994
10,B08CF3D7QR,Portronics Konnect L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154,339,55,4.3,13391
11,B0789LZTCJ,boAt Rugged v3 Extra,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,799,63,4.2,94363
12,B07KSMBL2H,AmazonBasics Flexibl,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",219,700,69,4.4,426973
13,B085DTN6R2,Portronics Konnect C,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,350,899,61,4.2,2262
14,B09KLVMZ3B,Portronics Konnect L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159,399,60,4.1,4768
15,B083342NKJ,MI Braided USB Type-,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349,399,13,4.4,18757
16,B0B6F7LX4C,MI 80 cm (32 inches),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13999,24999,44,4.2,32840
17,B082LSVT4B,Ambrane Unbreakable ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249,399,38,4.0,43994
18,B08WRBG3XW,boAt Type C A325 Tan,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,499,60,4.1,13045
19,B08DPLCM6T,LG 80 cm (32 inches),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490,21990,39,4.3,11976
20,B09C6HXFC1,Duracell USB Lightni,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970,1799,46,4.5,815
21,B085194JFL,tizum HDMI to VGA Ad,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",279,499,44,3.7,10962
22,B09F6S8BT6,Samsung 80 cm (32 In,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490,22900,41,4.3,16299
23,B09NHVCHS9,Flix Micro Usb Cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59,199,70,4.0,9378
24,B0B1YVCJ2Y,Acer 80 cm (32 inche,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",11499,19990,42,4.3,4703
25,B01M4GGIVU,Tizum High Speed HDM,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",199,699,72,4.2,12153
26,B08B42LWKN,OnePlus 80 cm (32 in,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",14999,19999,25,4.2,34899
27,B094JNXNPV,Ambrane Unbreakable ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,399,25,4.0,2766
28,B09W5XR9RT,Duracell USB C To Li,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970,1999,51,4.4,184
29,B077Z65HSD,boAt A400 USB Type-C,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,999,70,4.3,20850
30,B00NH11PEY,AmazonBasics USB 2.0,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,750,73,4.5,74976
31,B09CMM3VGK,Ambrane 60W / 3A Typ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179,499,64,4.0,1934
32,B08QSC1XY8,Zoul USB C 60W Fast ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,389,1099,65,4.3,974
33,B008FWZGSG,Samsung Original Typ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599,599,0,4.3,355
34,B0B4HJNPV4,pTron Solero T351 3.,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,999,80,3.9,1075
35,B08Y1SJVV5,pTron Solero MB301 3,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,99,666.66,85,3.9,24871
36,B07XLCFSSN,Amazonbasics Nylon B,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,899,1900,53,4.4,13552
37,B09RZS1NQT,Sounce 65W OnePlus D,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,999,80,4.0,576
38,B0B3MMYHYW,OnePlus 126 cm (50 i,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32999,45999,28,4.2,7298
39,B09C6HWG18,Duracell Type C To T,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970,1999,51,4.2,462
40,B00NH11KIK,AmazonBasics USB 2.0,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,209,695,70,4.5,107687
41,B09JPC82QC,Mi 108 cm (43 inches,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",19999,34999,43,4.3,27151
42,B07JW1Y6XV,Wayona Nylon Braided,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,64,4.2,24269
43,B07KRCW6LZ,TP-Link Nano AC600 U,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,999,1599,38,4.3,12093
44,B09NJN8L25,FLiX (Beetel USB to ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59,199,70,4.0,9378
45,B07XJYYH7L,Wecool Nylon Braided,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,333,999,67,3.3,9792
46,B002PD61Y4,D-Link DWA-131 300 M,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,507,1208,58,4.1,8131
47,B014I8SSD0,Amazon Basics High-S,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",309,475,35,4.4,426973
48,B09L8DSSFH,7SEVEN® Compatible f,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399,999,60,3.6,493
49,B07232M876,Amazonbasics Micro U,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,395,50,4.2,92595
50,B07P681N66,TP-Link AC600 600 Mb,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1199,2199,45,4.4,24780
51,B0711PVX6Z,AmazonBasics Micro U,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179,500,64,4.2,92595
52,B082T6V3DT,AmazonBasics New Rel,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799,2100,62,4.3,8188
53,B07MKFNHKG,VW 80 cm (32 inches),"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",6999,12999,46,4.2,4003
54,B0BFWGBX61,Ambrane Unbreakable ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,349,43,4.1,314
55,B01N90RZ4M,Tata Sky Universal R,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",230,499,54,3.7,2960
56,B0088TKTY2,TP-LINK WiFi Dongle ,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,649,1399,54,4.2,179691
57,B09Q5SWVBJ,OnePlus 80 cm (32 in,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15999,21999,27,4.2,34899
58,B0B4DT8MKT,Wecool Unbreakable 3,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,348,1499,77,4.2,656
59,B08CDKQ8T6,Portronics Konnect L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154,349,56,4.3,7064
60,B07B275VN9,Airtel DigitalTV DTH,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",179,799,78,3.7,2201
61,B0B15CPR37,Samsung 108 cm (43 i,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32990,47900,31,4.3,7109
62,B0994GFWBH,Lapster 1.5 mtr USB ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,139,999,86,4.0,1313
63,B01GGKZ0V6,AmazonBasics USB Typ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,329,845,61,4.2,29746
64,B09F9YQQ7B,Redmi 80 cm (32 inch,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13999,24999,44,4.2,45238
65,B014I8SX4Y,Amazon Basics High-S,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",309,1400,78,4.4,426973
66,B09Q8HMKZX,Portronics Konnect L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,263,699,62,4.1,450
67,B0B9XN9S3W,Acer 80 cm (32 inche,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",7999,14990,47,4.3,457
68,B07966M8XH,Model-P4 6 Way Swive,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",1599,2999,47,4.2,2727
69,B01GGKYKQM,Amazon Basics USB Ty,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,219,700,69,4.3,20053
70,B0B86CDHL1,oraimo 65W Type C to,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349,899,61,4.5,149
71,B0B5ZF3NRK,CEDO 65W OnePlus Das,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349,599,42,4.1,210
72,B09RFC46VP,Redmi 108 cm (43 inc,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",26999,42999,37,4.2,45238
73,B08R69VDHT,Pinnaclz Original Co,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,115,499,77,4.0,7732
74,B09RWZRCP1,boAt Type C A750 Str,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,999,60,4.1,1780
75,B09CMP1SC8,Ambrane 2 in 1 Type-,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,499,60,4.1,602
76,B09YLXYP7Y,Ambrane 60W / 3A Fas,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179,399,55,4.0,1423
77,B09ZPM4C2C,TCL 80 cm (32 inches,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",10901,30990,65,4.1,398
78,B0B2DJDCPX,SWAPKART Fast Chargi,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,209,499,58,3.9,536
79,B0BCZCQTJX,Firestick Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1434,3999,64,4.0,32
80,B07LGT55SJ,Wayona Usb Nylon Bra,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,64,4.2,24269
81,B09NKZXMWJ,Flix (Beetel) Usb To,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,139,249,44,4.0,9378
82,B08QX1CC14,SKYWALL 81.28 cm (32,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",7299,19125,62,3.4,902
83,B0974H97TJ,boAt A 350 Type C Ca,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,799,63,4.4,28791
84,B07GVGTSLN,Wayona Usb Type C Fa,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,325,1299,75,4.2,10576
85,B09VCHLSJF,OnePlus 108 cm (43 i,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",29999,39999,25,4.2,7298
86,B0B1YZX72F,Acer 127 cm (50 inch,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",27999,40990,32,4.3,4703
87,B092BJMT8Q,Samsung 108 cm (43 i,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",30990,52900,41,4.3,7109
88,B0BMXMLSMM,Lapster 65W compatib,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,999,80,4.5,127
89,B07JH1C41D,Wayona Nylon Braided,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,649,1999,68,4.2,24269
90,B0141EZMAI,Gizga Essentials USB,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,269,800,66,3.6,10134
91,B09Q5P2MT3,OnePlus 108 cm (43 i,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",24999,31999,22,4.2,34899
92,B08HDH26JX,boAt Deuce USB 300 2,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,699,57,4.2,94363
93,B09VT6JKRP,Lapster USB 3.0 A to,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,999,80,4.1,425
94,B09T3KB6JZ,TCL 100 cm (40 inche,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",18990,40990,54,4.2,6659
95,B093QCY6YJ,ZEBRONICS ZEB-USB150,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,290,349,17,3.7,1977
96,B093ZNQZ2Y,LOHAYA Remote Compat,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",249,799,69,3.8,1079
97,B08LKS3LSP,Gilary Multi Chargin,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,345,999,65,3.7,1097
98,B00V4BGDKU,TP-Link UE300 USB 3.,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1099,1899,42,4.5,22420
99,B08CHKQ8D4,Wayona Type C to Lig,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,719,1499,52,4.1,1045
100,B09BW334ML,Dealfreez Case Compa,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349,1499,77,4.3,4145
101,B082T6GVLJ,Amazon Basics New Re,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,849,1809,53,4.3,6547
102,B07DL1KC3H,Isoelite Remote Comp,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299,899,67,4.0,1588
103,B0B6F98KJJ,MI 100 cm (40 inches,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",21999,29999,27,4.2,32840
104,B07JNVF678,Wayona Nylon Braided,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349,999,65,4.2,13120
105,B09QGZFBPM,Wayona Type C To Typ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,999,60,4.3,2806
106,B07JGDB5M1,Wayona Nylon Braided,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449,1299,65,4.2,24269
107,B0981XSZJ7,CROSSVOLT Compatible,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,999,70,4.3,766
108,B0B9XLX8VR,VU 139 cm (55 inches,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",37999,65000,42,4.3,3587
109,B08Y5KXR6Z,PTron Solero T241 2.,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,99,800,88,3.9,24871
110,B09F6VHQXB,Croma 80 cm (32 Inch,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",7390,20000,63,4.1,2581
111,B0974G5Q2Y,"boAt Laptop, Smartph",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,273.10,999,73,4.3,20850
112,B09YL9SN9B,LG 80 cm (32 inches),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15990,23990,33,4.3,1035
113,B09RX1FK54,boAt Type C A750 Str,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,999,60,4.1,1780
114,B09TT6BFDX,Cotbolt Silicone Pro,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399,1999,80,4.5,505
115,B09KH58JZR,Portronics Konnect L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,210,399,47,4.1,1717
116,B09DDCQFMT,Electvision Remote C,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1299,1999,35,3.6,590
117,B08RP2L2NL,King Shine Multi Ret,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,347,999,65,3.5,1121
118,B0B4G2MWSB,Lapster 5 pin mini u,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149,999,85,4.0,1313
119,B0B21C4BMX,Portronics Konnect S,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,228,899,75,3.8,132
120,B084MZXJNK,Belkin Apple Certifi,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1599,1999,20,4.4,1951
121,B0BHZCNC4P,Remote Control Compa,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1499,3999,63,3.7,37
122,B0B16KD737,VW 80 cm (32 inches),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",8499,15999,47,4.3,592
123,B099K9ZX65,Hisense 108 cm (43 i,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",20990,44990,53,4.1,1259
124,B08Y55LPBF,Redmi 126 cm (50 inc,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32999,44999,27,4.2,45238
125,B015OW3M1W,AmazonBasics 6-Feet ,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",799,1700,53,4.1,28638
126,B01D5H8ZI8,AmazonBasics 3 Feet ,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",229,595,62,4.3,12835
127,B09X1M3DHX,iFFALCON 80 cm (32 i,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",9999,27990,64,4.2,1269
128,B09MM6P76N,7SEVEN® Compatible L,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349,599,42,4.2,284
129,B01D5H8LDM,AmazonBasics 3.5mm t,"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",489,1200,59,4.4,69538
130,B0B1YY6JJL,Acer 109 cm (43 inch,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",23999,34990,31,4.3,4703
131,B09QGZM8QB,Wayona Usb Type C 65,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,999,60,4.3,2806
132,B08L4SBJRY,Saifsmart Outlet Wal,Electronics|HomeAudio|Accessories|SpeakerAccessories|Mounts,349,1299,73,4.0,3295
133,B09X79PP8F,MI 2-in-1 USB Type C,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179,299,40,3.9,81
134,B082T6GVG9,AmazonBasics New Rel,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,689,1500,54,4.2,42301
135,B0B3XY5YT4,LG 108 cm (43 inches,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",30990,49990,38,4.3,1376
136,B0B4HKH19N,pTron Solero 331 3.4,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249,931,73,3.9,1075
137,B08TGG316Z,10k 8k 4k HDMI Cable,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",999,2399,58,4.6,3664
138,B071VMP1Z4,LRIPL Compatible Son,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399,399,0,3.9,1951
139,B071SDRGWL,boAt Type-c A400 Typ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349,699,50,4.3,20850
140,B08PSQRW2T,Zoul Type C to Type ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,64,4.1,2685
141,B0859M539M,TP-LINK AC1300 Arche,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1699,2999,43,4.4,24780
142,B08RX8G496,LRIPL Mi Remote Cont,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",655,1099,40,3.2,285
143,B002SZEOLG,TP-Link Nano USB WiF,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,749,1339,44,4.2,179692
144,B08CS3BT4L,Kodak 80 cm (32 inch,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",9999,12999,23,4.2,6088
145,B00RFWNJMC,Airtel DigitalTV DTH,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",195,499,61,3.7,1383
146,B082T6GXS5,AmazonBasics New Rel,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999,2100,52,4.5,5492
147,B09CMQRQM6,Ambrane Fast 100W Ou,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499,899,44,4.2,919
148,B005LJQMCK,BlueRigger Digital O,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",416,599,31,4.2,30023
149,B09C6H53KH,Duracell Type-C To M,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,368,699,47,4.2,387
150,B0BB3CBFBM,VU 138 cm (55 inches,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",29990,65000,54,4.1,211
151,B08QSDKFGQ,Zoul USB Type C Fast,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339,1099,69,4.3,974
152,B08PV1X771,Samsung 80 cm (32 in,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15490,20900,26,4.3,16299
153,B07YTNKVJQ,MI Xiaomi USB Type C,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499,1299,62,4.3,30411
154,B0117H7GZ6,GENERIC Ultra-Mini B,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,249,399,38,3.4,4642
155,B09XJ1LM7R,7SEVEN® Compatible f,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399,799,50,4.3,12
156,B084N133Y7,Belkin Apple Certifi,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1499,1999,25,4.4,1951
157,B088Z1YWBC,EGate i9 Pro-Max 108,"Electronics|HomeTheater,TV&Video|Projectors",9490,15990,41,3.9,10480
158,B07VSG5SXZ,ZEBRONICS HAA2021 HD,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",637,1499,58,4.1,24
159,B08RWCZ6SY,7SEVEN® Compatible f,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399,899,56,3.9,254
160,B07KSB1MLX,AmazonBasics Digital,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",1089,1600,32,4.0,3565
161,B081FG1QYX,Wayona Type C Cable ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339,999,66,4.3,6255
162,B08R69WBN7,Pinnaclz Original Co,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149,499,70,4.0,7732
163,B0B3RHX6B6,Ambrane BCL-15 Light,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149,399,63,3.9,57
164,B084N18QZY,Belkin USB C to USB-,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599,849,29,4.5,577
165,B081NHWT6Z,LOHAYA Television Re,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299,1199,75,3.9,1193
166,B07JPJJZ2H,Wayona Nylon Braided,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1299,69,4.2,13120
167,B09JKNF147,Electvision Remote C,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",339,1999,83,4.0,343
168,B0B9959XF3,Acer 80 cm (32 inche,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",12499,22990,46,4.3,1611
169,B09PNR6F8Q,realme 10W Fast Char,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249,399,38,4.0,6558
170,B07M69276N,TP-Link AC1300 USB W,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1399,2499,44,4.4,23169
171,B0B1YZ9CB8,Acer 139 cm (55 inch,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32999,47990,31,4.3,4703
172,B09YLYB9PB,Ambrane 60W / 3A Fas,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149,399,63,4.0,1423
173,B08CTNJ985,Wayona USB Type C 65,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,325,999,67,4.3,2651
174,B0BP7XLX48,Syncwire LTG to USB ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1999,80,5.0,5
175,B09LHXNZLR,Skadioo WiFi Adapter,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,199,499,60,3.7,612
176,B0B3N8VG24,FLiX (Beetel USB to ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,88,299,71,4.0,9378
177,B08PSVBB2X,Zoul USB C to USB C ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,64,4.1,2685
178,B0B3MQXNFB,FLiX (Beetel Flow US,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,57.89,199,71,4.0,9378
179,B08XMSKKMM,7SEVEN® Bluetooth Vo,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",799,1999,60,3.3,576
180,B09L8DT7D6,Sony TV - Remote Com,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",205,499,59,3.8,313
181,B00GE55L22,Storite USB 3.0 Cabl,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,699,57,4.1,2957
182,B0162K34H2,boAt LTG 500 Apple M,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,849,999,15,4.1,6736
183,B0B8SRZ5SV,AmazonBasics USB C t,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,949,1999,53,4.4,13552
184,B07CWNJLPC,AmazonBasics Double ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499,1200,58,4.3,5451
185,B00NH12R1O,Amazon Basics USB 3.,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,485,38,4.3,10911
186,B0B8SSC5D9,AmazonBasics USB C t,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,949,1999,53,4.4,13552
